gene	locus_tag	start	end	length_bp
yutD	BSU_32310	3319286	3319561	276
yutC	BSU_32320	3319676	3320308	633
lipA	BSU_32330	3320324	3321220	897
lytH	BSU_32340	3321455	3322435	981
fisB	BSU_32350	3322463	3323227	765
yunC	BSU_32360	3323300	3323605	306
yunD	BSU_32370	3323670	3325058	1389
yunE	BSU_32380	3325078	3325899	822
yunF	BSU_32390	3325917	3326765	849
yunG	BSU_32400	3326803	3327150	348
pucH	BSU_32410	3327247	3328587	1341
pucR	BSU_32420	3328762	3330357	1596
pucJ	BSU_32430	3330502	3331851	1350
pucK	BSU_32440	3331857	3333149	1293
pucL	BSU_32450	3333162	3334646	1485
pucM	BSU_32460	3334646	3334990	345
yuzJ	BSU_32469	3335414	3335545	132
pucE	BSU_32470	3335751	3336272	522
pucD	BSU_32480	3336263	3338500	2238
pucC	BSU_32490	3338501	3339334	834
pucB	BSU_32500	3339331	3339948	618
pucA	BSU_32510	3339945	3340937	993
pucG	BSU_32520	3341166	3342416	1251
pucF	BSU_32530	3342433	3343671	1239
bsnA	BSU_32540	3344113	3344979	867
frlP	BSU_32550	3345013	3346116	1104
frlR	BSU_32560	3346298	3347026	729
frlD	BSU_32570	3347051	3347905	855
frlM	BSU_32580	3347919	3348821	903
frlN	BSU_32590	3348825	3349703	879
frlO	BSU_32600	3349761	3351029	1269
frlB	BSU_32610	3351110	3352096	987
yurQ	BSU_32620	3352312	3352686	375
dadA	BSU_32630	3352789	3353907	1119
sspG	BSU_32640	3354066	3354212	147
yurS	BSU_32650	3354212	3354487	276
glxB	BSU_32660	3354551	3354934	384
yuzN	BSU_32669	3355045	3355323	279
sufB	BSU_32670	3355593	3356990	1398
sufU	BSU_32680	3357011	3357454	444
sufS	BSU_32690	3357444	3358664	1221
sufD	BSU_32700	3358664	3359977	1314
sufC	BSU_32710	3359995	3360780	786
yuzK	BSU_32719	3360974	3361111	138
yurZ	BSU_32720	3361305	3361682	378
metQ	BSU_32730	3361767	3362591	825
metP	BSU_32740	3362605	3363273	669
metN	BSU_32750	3363266	3364291	1026
yusD	BSU_32760	3364618	3364962	345
yusE	BSU_32770	3365069	3365389	321
yusF	BSU_32780	3365391	3365831	441
yusG	BSU_32790	3365831	3366067	237
gcvH	BSU_32800	3366123	3366506	384
yusI	BSU_32810	3366573	3366929	357
fadE	BSU_32820	3367040	3368824	1785
fadA	BSU_32830	3368839	3370014	1176
fadN	BSU_32840	3370025	3372394	2370
yuzL	BSU_32849	3372569	3372715	147
putM	BSU_32850	3372740	3373648	909
yuzM	BSU_32859	3373743	3373988	246
yusN	BSU_32860	3374001	3374333	333
mdtR	BSU_32870	3374492	3374959	468
mdtP	BSU_32880	3374956	3376581	1626
yusQ	BSU_32890	3376617	3377000	384
yusR	BSU_32900	3377019	3377408	390
yusS	BSU_32910	3377430	3377759	330
yusT	BSU_32920	3377893	3378780	888
yusU	BSU_32930	3378800	3379087	288
feuV	BSU_32940	3379112	3379939	828
cotNW	BSU_32950	3380157	3380594	438
yusZ	BSU_32980	3382633	3383475	843
mrgA	BSU_32990	3383565	3384026	462
htrB	BSU_33000	3384070	3385446	1377
cssR	BSU_33010	3385724	3386401	678
cssS	BSU_33020	3386398	3387753	1356
spxO	BSU_33029	3387781	3387945	165
yuxN	BSU_33030	3388113	3388988	876
fumC	BSU_33040	3389024	3390412	1389
yvzF	BSU_33049	3390479	3390664	186
gerAA	BSU_33050	3390782	3392230	1449
gerAB	BSU_33060	3392199	3393296	1098
gerAC	BSU_33070	3393293	3394414	1122
liaR	BSU_33080	3394422	3395057	636
liaS	BSU_33090	3395035	3396117	1083
liaF	BSU_33100	3396114	3396839	726
liaG	BSU_33110	3396873	3397745	873
liaH	BSU_33120	3397846	3398523	678
liaI	BSU_33130	3398550	3398930	381
yvqJ	BSU_33140	3399092	3400360	1269
yvqK	BSU_33150	3400537	3401118	582
yvrA	BSU_33160	3401141	3402469	1329
yvrB	BSU_33170	3402469	3403530	1062
yvrC	BSU_33180	3403493	3404437	945
yvrD	BSU_33190	3404835	3405626	792
yvrE	BSU_33200	3405664	3406542	879
yvrG	BSU_33210	3406614	3408356	1743
yvrH	BSU_33221	3408353	3409066	714
rsoA	BSU_33222	3409219	3409458	240
sigO	BSU_33230	3409462	3409992	531
yvrJ	BSU_33239	3410007	3410345	339
oxdC	BSU_33240	3410466	3411623	1158
rsiO	BSU_33250	3411684	3412094	411
yvrN	BSU_33260	3412128	3413357	1230
yvrO	BSU_33270	3413350	3414039	690
yvrP	BSU_33280	3414023	3415216	1194
fhuC	BSU_33290	3415387	3416196	810
fhuG	BSU_33300	3416212	3417222	1011
fhuB	BSU_33310	3417222	3418376	1155
fhuD	BSU_33320	3418474	3419421	948
lysP	BSU_33330	3419656	3421065	1410
sspJ	BSU_33340	3421465	3421605	141
yvsG	BSU_33350	3421772	3422254	483
ltaSP	BSU_33360	3422354	3424207	1854
yvgK	BSU_33370	3424235	3425161	927
modA	BSU_33380	3425272	3426054	783
modB	BSU_33390	3426026	3426718	693
pgoN	BSU_33400	3426749	3427579	831
yvgO	BSU_33410	3427802	3428287	486
nhaK	BSU_33420	3428331	3430343	2013
cysI	BSU_33430	3430598	3432313	1716
cysJ	BSU_33440	3432339	3434156	1818
helD	BSU_33450	3434327	3436651	2325
yvgT	BSU_33460	3436849	3437457	609
bdbC	BSU_33470	3437644	3438060	417
bdbD	BSU_33480	3438065	3438733	669
cadA	BSU_33490	3438853	3440961	2109
copA	BSU_33500	3441121	3443529	2409
copZ	BSU_33510	3443613	3443822	210
csoR	BSU_33520	3443896	3444201	306
iolW	BSU_33530	3444329	3445405	1077
azoRB	BSU_33540	3445442	3446077	636
yvaC	BSU_33550	3446237	3448132	1896
yvaD	BSU_33560	3448295	3448696	402
yvaE	BSU_33570	3448693	3449052	360
yvaF	BSU_33580	3449049	3449621	573
yvaG	BSU_33590	3449732	3450526	795
smpB	BSU_33600	3451248	3451718	471
rnr	BSU_33610	3451863	3454202	2340
secG	BSU_33630	3455093	3455323	231
yvaM	BSU_33640	3455472	3456242	771
yvzC	BSU_33650	3456282	3456515	234
rghRA	BSU_33660	3456667	3457074	408
rghRB	BSU_33670	3457104	3457523	420
catR	BSU_33680	3457615	3457941	327
yvaQ	BSU_33690	3458066	3459766	1701
opuBD	BSU_33700	3459806	3460486	681
opuBC	BSU_33710	3460503	3461423	921
opuBB	BSU_33720	3461435	3462088	654
opuBA	BSU_33730	3462105	3463250	1146
yvaV	BSU_33740	3463534	3464067	534
sdpA	BSU_33750	3464289	3464765	477
sdpB	BSU_33760	3464762	3465733	972
spbC	BSU_33770	3465776	3466387	612
sdpI	BSU_33780	3466434	3467057	624
sdpR	BSU_33790	3467054	3467326	273
opuCD	BSU_33800	3467546	3468235	690
opuCC	BSU_33810	3468253	3469164	912
opuCB	BSU_33820	3469184	3469837	654
opuCA	BSU_33830	3469860	3471002	1143
opcR	BSU_33840	3471266	3471823	558
yvbG	BSU_33850	3471841	3472476	636
yvbH	BSU_33860	3472626	3473240	615
yvbI	BSU_33870	3473372	3474070	699
yvbJ	BSU_33880	3474106	3475923	1818
yvbK	BSU_33890	3476043	3476510	468
eno	BSU_33900	3476555	3477847	1293
pgm	BSU_33910	3477877	3479412	1536
tpiA	BSU_33920	3479405	3480166	762
pgk	BSU_33930	3480197	3481381	1185
gapA	BSU_33940	3481698	3482705	1008
cggR	BSU_33950	3482752	3483774	1023
araE	BSU_33960	3484072	3485466	1395
araR	BSU_33970	3485670	3486758	1089
yvbT	BSU_33980	3486807	3487817	1011
yvbU	BSU_33990	3487974	3488852	879
cyeB	BSU_34000	3488952	3489869	918
yvbW	BSU_34010	3489910	3491253	1344
yvbX	BSU_34020	3491655	3492689	1035
lutC	BSU_34030	3492797	3493519	723
lutB	BSU_34040	3493519	3494958	1440
lutA	BSU_34050	3494985	3495701	717
yvfU	BSU_34060	3495876	3496478	603
yvfT	BSU_34070	3496495	3497610	1116
yvfS	BSU_34080	3497614	3498351	738
yvfR	BSU_34090	3498352	3499257	906
rsbQ	BSU_34100	3499541	3500350	810
rsbP	BSU_34110	3500386	3501597	1212
ganB	BSU_34120	3501651	3502940	1290
ganA	BSU_34130	3503020	3505083	2064
ganQ	BSU_34140	3505102	3505953	852
ganP	BSU_34150	3505957	3507213	1257
ganS	BSU_34160	3507253	3508518	1266
ganR	BSU_34170	3508659	3509651	993
lutR	BSU_34180	3509831	3510490	660
lutP	BSU_34190	3510780	3512471	1692
sigL	BSU_34200	3512498	3513808	1311
yvfG	BSU_34210	3513887	3514105	219
epsO	BSU_34220	3514115	3515083	969
epsN	BSU_34230	3515062	3516228	1167
epsM	BSU_34240	3516233	3516883	651
epsL	BSU_34250	3516880	3517488	609
epsI	BSU_34290	3520030	3521106	1077
epsH	BSU_34300	3521111	3522145	1035
epsG	BSU_34310	3522170	3523273	1104
epsF	BSU_34320	3523270	3524424	1155
epsE	BSU_34330	3524417	3525253	837
epsD	BSU_34340	3525250	3526395	1146
epsC	BSU_34350	3526407	3528203	1797
epsB	BSU_34360	3528462	3529145	684
epsA	BSU_34370	3529151	3529855	705
slrR	BSU_34380	3530101	3530559	459
pnbA	BSU_34390	3530635	3532104	1470
padC	BSU_34400	3532325	3532810	486
racX	BSU_34430	3533419	3534102	684
pbpE	BSU_34440	3534118	3535473	1356
sacB	BSU_34450	3536012	3537433	1422
levB	BSU_34460	3537507	3539057	1551
aspP	BSU_34470	3539165	3540727	1563
yvdT	BSU_34480	3540717	3541406	690
psmA	BSU_34490	3541488	3541823	336
psmB	BSU_34500	3541823	3542143	321
yvdQ	BSU_34510	3542179	3542691	513
cotNP	BSU_34520	3542943	3544286	1344
cotR	BSU_34530	3544642	3545604	963
clpP	BSU_34540	3546234	3546827	594
mdxM	BSU_34550	3546873	3547553	681
mdxL	BSU_34560	3547550	3549235	1686
mdxK	BSU_34570	3549228	3551501	2274
mdxJ	BSU_34580	3551479	3552363	885
mdxG	BSU_34590	3552369	3553205	837
mdxF	BSU_34600	3553206	3554513	1308
mdxE	BSU_34610	3554553	3555806	1254
mdxD	BSU_34620	3555902	3557671	1770
mdxR	BSU_34630	3557784	3558734	951
yvdD	BSU_34640	3558940	3559515	576
yvdC	BSU_34650	3559632	3559952	321
yvdB	BSU_34660	3559979	3561571	1593
yvdA	BSU_34670	3561590	3562183	594
yvcT	BSU_34680	3562566	3563543	978
psdB	BSU_34690	3563581	3565521	1941
psdA	BSU_34700	3565496	3566275	780
psdS	BSU_34710	3566358	3567428	1071
psdR	BSU_34720	3567422	3568135	714
yvzJ	BSU_34729	3568282	3568491	210
yvcN	BSU_34730	3568527	3569291	765
crh	BSU_34740	3569292	3569549	258
whiA	BSU_34750	3569573	3570523	951
mgfK	BSU_34760	3570546	3571499	954
yvcJ	BSU_34770	3571501	3572388	888
yvcI	BSU_34780	3572413	3572889	477
trxB	BSU_34790	3573207	3574157	951
cwlO	BSU_34800	3574363	3575784	1422
yvcD	BSU_34810	3576165	3577619	1455
bmrA	BSU_34820	3577745	3579514	1770
yvzA	BSU_34830	3579679	3580038	360
yvcB	BSU_34840	3580053	3581963	1911
yvcA	BSU_34850	3581965	3582690	726
hisIE	BSU_34860	3582936	3583565	630
hisF	BSU_34870	3583562	3584320	759
hisA	BSU_34880	3584317	3585054	738
hisH	BSU_34890	3585051	3585689	639
hisB	BSU_34900	3585690	3586274	585
hisD	BSU_34910	3586271	3587554	1284
hisG	BSU_34920	3587551	3588192	642
hisZ	BSU_34930	3588185	3589360	1176
yvpB	BSU_34940	3589611	3590363	753
pelC	BSU_34950	3590603	3591268	666
hprF	BSU_34960	3591288	3591806	519
ppaX	BSU_34970	3591810	3592460	651
yvoD	BSU_34980	3592457	3593395	939
lgt	BSU_34990	3593419	3594228	810
hprK	BSU_35000	3594242	3595174	933
nagA	BSU_35010	3595356	3596546	1191
nagBA	BSU_35020	3596543	3597271	729
nagR	BSU_35030	3597289	3598020	732
yvnB	BSU_35040	3598040	3601909	3870
yvnA	BSU_35050	3602074	3602547	474
cypX	BSU_35060	3602588	3603805	1218
pchC	BSU_35070	3603821	3604567	747
pchR	BSU_35080	3604993	3605502	510
pchE	BSU_35090	3605523	3606734	1212
yvlD	BSU_35100	3606762	3607121	360
yvlC	BSU_35110	3607123	3607320	198
yvlB	BSU_35120	3607325	3608422	1098
yvlA	BSU_35130	3608447	3608773	327
yvkN	BSU_35140	3608991	3609221	231
uvrA	BSU_35160	3610064	3612937	2874
uvrB	BSU_35170	3612945	3614930	1986
csbA	BSU_35180	3615116	3615346	231
yvkC	BSU_35190	3615793	3618288	2496
yvkB	BSU_35200	3618364	3618933	570
yvkA	BSU_35210	3618964	3620298	1335
minJ	BSU_35220	3620346	3621539	1194
ctpB	BSU_35240	3622356	3623798	1443
ftsX	BSU_35250	3623938	3624828	891
ftsE	BSU_35260	3624821	3625507	687
cccB	BSU_35270	3625741	3626079	339
yvjA	BSU_35280	3626128	3627012	885
prfB	BSU_35290	3628169	3628240	72
secA	BSU_35300	3628310	3630835	2526
hpf	BSU_35310	3631003	3631572	570
yvzG	BSU_35319	3631763	3632140	378
fliT	BSU_35320	3632150	3632491	342
fliS	BSU_35330	3632488	3632889	402
fliD	BSU_35340	3632911	3634407	1497
yvyC	BSU_35350	3634425	3634754	330
hag	BSU_35360	3634987	3635901	915
csrA	BSU_35370	3636046	3636270	225
fliW	BSU_35380	3636264	3636695	432
yviE	BSU_35390	3636716	3637291	576
flgL	BSU_35400	3637338	3638234	897
flgK	BSU_35410	3638245	3639768	1524
flgN	BSU_35420	3639787	3640269	483
flgM	BSU_35430	3640285	3640551	267
yvyF	BSU_35440	3640632	3641051	420
comFC	BSU_35450	3641125	3641847	723
comFB	BSU_35460	3641811	3642107	297
comFA	BSU_35470	3642167	3643558	1392
fakBA	BSU_35480	3643664	3644509	846
degU	BSU_35490	3644607	3645296	690
degS	BSU_35500	3645379	3646536	1158
yvyE	BSU_35510	3646753	3647406	654
tagV	BSU_35520	3647406	3648581	1176
tagO	BSU_35530	3648654	3649730	1077
tuaH	BSU_35540	3649875	3651068	1194
tuaG	BSU_35550	3651097	3651855	759
tuaF	BSU_35560	3651879	3652559	681
tuaE	BSU_35570	3652588	3654054	1467
tuaD	BSU_35580	3654139	3655524	1386
tuaC	BSU_35590	3655586	3656755	1170
tuaB	BSU_35600	3656752	3658203	1452
lytC	BSU_35620	3659119	3660609	1491
lytB	BSU_35630	3660648	3662765	2118
lytA	BSU_35640	3662789	3663097	309
tagU	BSU_35650	3663281	3664201	921
mnaA	BSU_35660	3664241	3665383	1143
gtaB	BSU_35670	3665629	3666507	879
ggaB	BSU_35680	3667209	3669911	2703
tagH	BSU_35700	3673564	3675147	1584
tagG	BSU_35710	3675167	3675994	828
tagF	BSU_35720	3676159	3678399	2241
tagE	BSU_35730	3678399	3680420	2022
tagD	BSU_35740	3680581	3680970	390
tagA	BSU_35750	3681370	3682140	771
tagB	BSU_35760	3682173	3683318	1146
tagC	BSU_35770	3683438	3684766	1329
lytD	BSU_35780	3684826	3687468	2643
pmiA	BSU_35790	3687597	3688547	951
gerBA	BSU_35800	3688812	3690263	1452
gerBB	BSU_35810	3690269	3691375	1107
gerBC	BSU_35820	3691372	3692496	1125
ywtG	BSU_35830	3692533	3693906	1374
tagT	BSU_35840	3694239	3695207	969
ribZB	BSU_35850	3695363	3696223	861
pgdS	BSU_35860	3696257	3697498	1242
edmS	BSU_35870	3697639	3697806	168
capA	BSU_35880	3697821	3698963	1143
capC	BSU_35890	3698982	3699431	450
capB	BSU_35900	3699446	3700627	1182
rbsR	BSU_35910	3701411	3702391	981
rbsK	BSU_35920	3702393	3703274	882
rbsD	BSU_35930	3703271	3703666	396
rbsA	BSU_35940	3703682	3705163	1482
rbsC	BSU_35950	3705165	3706133	969
rbsB	BSU_35960	3706145	3707062	918
ywsB	BSU_35970	3707144	3707680	537
ywsA	BSU_35980	3707836	3708132	297
ywrO	BSU_35990	3708172	3708699	528
alsD	BSU_36000	3708799	3709566	768
alsS	BSU_36010	3709628	3711340	1713
alsR	BSU_36020	3711498	3712406	909
ywrK	BSU_36030	3712617	3713945	1329
ywrJ	BSU_36040	3714002	3714679	678
cotB	BSU_36050	3714739	3715881	1143
cotH	BSU_36060	3716009	3717097	1089
cotG	BSU_36070	3717238	3717825	588
ywrF	BSU_36080	3717999	3718616	618
ywrE	BSU_36090	3718794	3719129	336
hpxW	BSU_36100	3719134	3720711	1578
chrS	BSU_36110	3720925	3721401	477
chrB	BSU_36120	3721415	3722008	594
chrA	BSU_36130	3722005	3722541	537
ywqO	BSU_36140	3722568	3722789	222
ywqN	BSU_36150	3722786	3723331	546
ywqM	BSU_36160	3723454	3724335	882
nfi	BSU_36170	3724420	3725136	717
rttO	BSU_36180	3725146	3725610	465
rttN	BSU_36190	3725600	3727408	1809
ywqI	BSU_36200	3727427	3727687	261
ywqH	BSU_36210	3727697	3728119	423
ywqG	BSU_36220	3728511	3729296	786
uglF	BSU_36230	3729488	3730810	1323
ptpZ	BSU_36240	3731005	3731769	765
ptkA	BSU_36250	3731822	3732535	714
tkmA	BSU_36260	3732525	3733271	747
ywzD	BSU_36269	3733505	3733648	144
ywqB	BSU_36270	3733852	3735462	1611
hepA	BSU_36280	3735449	3738217	2769
ywpJ	BSU_36290	3738343	3739200	858
glcR	BSU_36300	3739206	3739982	777
ssbB	BSU_36310	3740206	3740547	342
ywpG	BSU_36320	3740624	3741007	384
ywpF	BSU_36330	3741182	3741592	411
ywpE	BSU_36340	3741732	3742040	309
ywpD	BSU_36350	3742384	3743220	837
mscL	BSU_36360	3743267	3743659	393
fabZ	BSU_36370	3743732	3744157	426
rapD	BSU_36380	3744349	3745413	1065
flhP	BSU_36390	3745436	3746245	810
flhO	BSU_36400	3746279	3747091	813
mbl	BSU_36410	3747254	3748255	1002
spoIIID	BSU_36420	3748421	3748702	282
usd	BSU_36430	3748717	3748827	111
ywoH	BSU_36440	3749052	3749465	414
ywoG	BSU_36450	3749487	3750677	1191
ywoF	BSU_36460	3750768	3752174	1407
pucI	BSU_36470	3752280	3753752	1473
ywoD	BSU_36480	3753933	3755291	1359
ywoC	BSU_36490	3755291	3755860	570
ywoB	BSU_36500	3756044	3756508	465
amtB	BSU_36510	3756790	3758004	1215
glnK	BSU_36520	3758016	3758366	351
bcrC	BSU_36530	3758547	3759128	582
ywnJ	BSU_36540	3759169	3759591	423
spoIIQ	BSU_36550	3759702	3760553	852
ywnH	BSU_36560	3760694	3761185	492
ywnG	BSU_36570	3761182	3761700	519
ywnF	BSU_36580	3761987	3762421	435
clsA	BSU_36590	3762664	3764112	1449
mta	BSU_36600	3764133	3764906	774
ywnC	BSU_36610	3765051	3765434	384
ywnB	BSU_36620	3765469	3766110	642
ywnA	BSU_36630	3766178	3766579	402
ureC	BSU_36640	3766714	3768423	1710
ureB	BSU_36650	3768420	3768794	375
ureA	BSU_36660	3768791	3769108	318
ywzE	BSU_36668	3769289	3769453	165
csbD	BSU_36670	3770104	3770292	189
ywmF	BSU_36680	3770365	3770865	501
rapB	BSU_36690	3771000	3772133	1134
moaA	BSU_36700	3772325	3773350	1026
fdhD	BSU_36710	3773366	3774154	789
ywmE	BSU_36720	3774400	3774561	162
ywmD	BSU_36730	3774655	3775329	675
ywmC	BSU_36740	3775653	3776336	684
spoIID	BSU_36750	3776722	3777753	1032
murAA	BSU_36760	3777949	3779259	1311
ywmB	BSU_36770	3779293	3780033	741
ywzB	BSU_36780	3780162	3780392	231
ywmA	BSU_36790	3780562	3781035	474
atpC	BSU_36800	3781069	3781467	399
atpD	BSU_36810	3781491	3782912	1422
atpG	BSU_36820	3782938	3783801	864
atpA	BSU_36830	3783878	3785386	1509
atpH	BSU_36840	3785403	3785948	546
atpF	BSU_36850	3785945	3786457	513
atpE	BSU_36860	3786620	3786832	213
atpB	BSU_36870	3786878	3787612	735
atpI	BSU_36880	3787620	3788003	384
upp	BSU_36890	3788426	3789055	630
glyA	BSU_36900	3789190	3790437	1248
ywlG	BSU_36910	3790644	3791186	543
rpiB	BSU_36920	3791199	3791648	450
prpB	BSU_36930	3791805	3792257	453
mntP	BSU_36940	3792333	3792890	558
tsaC	BSU_36950	3792969	3794009	1041
ywlB	BSU_36960	3794166	3794609	444
spoIIR	BSU_36970	3794676	3795350	675
ywlA	BSU_36980	3795491	3795853	363
ywkF	BSU_36990	3795870	3796157	288
prmC	BSU_37000	3796217	3797083	867
prfA	BSU_37010	3797085	3798155	1071
ywkD	BSU_37020	3798281	3798667	387
racA	BSU_37030	3798789	3799343	555
ywkB	BSU_37040	3799377	3800336	960
maeA	BSU_37050	3800418	3802166	1749
tdk	BSU_37060	3802405	3802992	588
rpmEA	BSU_37070	3803081	3803281	201
rho	BSU_37080	3803400	3804683	1284
glpX	BSU_37090	3805090	3806055	966
murAB	BSU_37100	3806086	3807375	1290
tal	BSU_37110	3807754	3808392	639
fbaA	BSU_37120	3808512	3809369	858
spo0F	BSU_37130	3809550	3809924	375
ywjG	BSU_37140	3810090	3810611	522
pyrG	BSU_37150	3810693	3812300	1608
rpoE	BSU_37160	3812542	3813063	522
acdA	BSU_37170	3813246	3814385	1140
fadF	BSU_37180	3814382	3816499	2118
clsB	BSU_37190	3816654	3817850	1197
uvsE	BSU_37200	3817863	3818825	963
ywjC	BSU_37210	3818906	3819178	273
ywjB	BSU_37220	3819220	3819744	525
ywjA	BSU_37230	3819754	3821481	1728
clsC	BSU_37240	3821570	3823072	1503
narI	BSU_37250	3823558	3824229	672
narJ	BSU_37260	3824226	3824780	555
narH	BSU_37270	3824806	3826269	1464
narG	BSU_37280	3826259	3829945	3687
arfM	BSU_37290	3830141	3830617	477
ywiC	BSU_37300	3830761	3831480	720
fnr	BSU_37310	3831512	3832228	717
narK	BSU_37320	3832327	3833514	1188
argS	BSU_37330	3833650	3835320	1671
ywiB	BSU_37340	3835317	3835745	429
sboA	BSU_37350	3836058	3836189	132
sboX	BSU_37360	3836146	3836298	153
albA	BSU_37370	3836323	3837669	1347
albB	BSU_37380	3837682	3837843	162
albC	BSU_37390	3837840	3838559	720
albD	BSU_37400	3838552	3839862	1311
albE	BSU_37410	3839852	3841012	1161
albF	BSU_37420	3841017	3842297	1281
albG	BSU_37430	3842294	3842995	702
ywhL	BSU_37440	3843001	3844377	1377
ywhK	BSU_37450	3844416	3845771	1356
rapF	BSU_37460	3846001	3847146	1146
phrF	BSU_37470	3847130	3847249	120
ywhH	BSU_37480	3847348	3847821	474
speB	BSU_37490	3847853	3848725	873
speE	BSU_37500	3848786	3849616	831
pbpG	BSU_37510	3849818	3851893	2076
ywhD	BSU_37520	3852186	3852704	519
ywhC	BSU_37530	3852718	3853377	660
hmtB	BSU_37540	3853486	3853674	189
ywhA	BSU_37550	3853717	3854136	420
thrZ	BSU_37560	3854256	3856172	1917
mmr	BSU_37570	3857017	3858417	1401
ywgB	BSU_37580	3858417	3858887	471
ywgA	BSU_37590	3858999	3859499	501
ywfO	BSU_37600	3859535	3860836	1302
ywzC	BSU_37610	3860998	3861222	225
psrF	BSU_37620	3861437	3862213	777
ywfM	BSU_37630	3862357	3863247	891
lipL	BSU_37640	3863415	3864260	846
cysL	BSU_37650	3864309	3865208	900
pta	BSU_37660	3865355	3866326	972
hemQ	BSU_37670	3866596	3867360	765
bacG	BSU_37680	3867493	3868272	780
bacF	BSU_37690	3868287	3869486	1200
bacE	BSU_37700	3869487	3870671	1185
bacD	BSU_37710	3870668	3872086	1419
bacC	BSU_37720	3872105	3872866	762
bacB	BSU_37730	3872869	3873576	708
bacA	BSU_37740	3873566	3874180	615
ywfA	BSU_37750	3874332	3875570	1239
rocC	BSU_37760	3875780	3877192	1413
rocB	BSU_37770	3877192	3878892	1701
rocA	BSU_37780	3878966	3880513	1548
rocG	BSU_37790	3880740	3882014	1275
bslB	BSU_37800	3882191	3882655	465
spsL	BSU_37810	3882979	3883434	456
spsK	BSU_37820	3883427	3884278	852
spsJ	BSU_37830	3884292	3885239	948
spsI	BSU_37840	3885239	3885979	741
spsG	BSU_37850	3886004	3887023	1020
spsF	BSU_37860	3887026	3887748	723
spsE	BSU_37870	3887741	3888862	1122
spsD	BSU_37880	3888862	3889731	870
spsB	BSU_37900	3890922	3892346	1425
spsA	BSU_37910	3892351	3893121	771
gerQ	BSU_37920	3893441	3893986	546
ywdK	BSU_37930	3894030	3894401	372
ywdJ	BSU_37940	3894463	3895785	1323
ywdI	BSU_37950	3895805	3896122	318
ywdH	BSU_37960	3896290	3897660	1371
ung	BSU_37970	3897685	3898362	678
ywdF	BSU_37980	3898376	3899182	807
ywdE	BSU_37990	3899272	3899805	534
ywdD	BSU_38000	3899853	3900488	636
ywzG	BSU_38018	3900481	3900819	339
pdxK	BSU_38020	3900963	3901778	816
ywdA	BSU_38030	3901868	3902116	249
sacA	BSU_38040	3902210	3903649	1440
sacP	BSU_38050	3903646	3905031	1386
nirC	BSU_38060	3905333	3906103	771
sacT	BSU_38070	3906142	3906972	831
ywcI	BSU_38080	3907012	3907314	303
vpr	BSU_38090	3907844	3910264	2421
ywcH	BSU_38100	3910302	3911303	1002
nfrAA	BSU_38110	3911477	3912226	750
rodA	BSU_38120	3912332	3913513	1182
ywcE	BSU_38130	3914009	3914272	264
qoxD	BSU_38140	3914315	3914689	375
qoxC	BSU_38150	3914691	3915305	615
qoxB	BSU_38160	3915319	3917268	1950
qoxA	BSU_38170	3917296	3918261	966
ywzA	BSU_38180	3918777	3919022	246
galT	BSU_38190	3919093	3920634	1542
galK	BSU_38200	3920638	3921810	1173
ywcD	BSU_38210	3921891	3922274	384
slrC	BSU_38220	3922292	3922963	672
slrA	BSU_38229	3923319	3923477	159
vbfB	BSU_38230	3923920	3924228	309
vbfA	BSU_38240	3924225	3925766	1542
ywbO	BSU_38250	3925797	3926399	603
efeB	BSU_38260	3926682	3927932	1251
efeM	BSU_38270	3927951	3929108	1158
efeU	BSU_38280	3929105	3930550	1446
thiE	BSU_38290	3930707	3931375	669
thiM	BSU_38300	3931372	3932190	819
cidR	BSU_38310	3932198	3933103	906
cidA	BSU_38320	3933209	3933595	387
cidB	BSU_38330	3933577	3934254	678
ywbF	BSU_38340	3934358	3935557	1200
ywbE	BSU_38350	3935591	3935788	198
rlmI	BSU_38360	3935824	3937014	1191
glxA	BSU_38370	3937135	3937515	381
ywbB	BSU_38380	3937553	3938230	678
ywbA	BSU_38390	3938307	3939641	1335
epr	BSU_38400	3939869	3941806	1938
sacX	BSU_38410	3942234	3943613	1380
sacY	BSU_38420	3943667	3944509	843
gspA	BSU_38430	3944560	3945420	861
ywaF	BSU_38440	3945530	3946243	714
tyrZR	BSU_38450	3946394	3946909	516
tyrZ	BSU_38460	3947158	3948399	1242
eapD	BSU_38470	3948555	3949922	1368
relQ	BSU_38480	3949952	3950584	633
menA	BSU_38490	3950726	3951661	936
ywzH	BSU_38499	3952108	3952257	150
dltA	BSU_38500	3952275	3953786	1512
dltB	BSU_38510	3953783	3954970	1188
dltC	BSU_38520	3954987	3955223	237
dltD	BSU_38530	3955223	3956401	1179
dltE	BSU_38540	3956492	3957250	759
ilvK	BSU_38550	3957391	3958482	1092
licH	BSU_38560	3958516	3959844	1329
licA	BSU_38570	3959841	3960173	333
licC	BSU_38580	3960192	3961550	1359
licB	BSU_38590	3961566	3961874	309
licR	BSU_38600	3962003	3963928	1926
yxzF	BSU_38610	3964091	3964249	159
aag	BSU_38620	3964278	3964868	591
katX	BSU_38630	3964997	3966640	1644
yxlH	BSU_38640	3966745	3967947	1203
yxlG	BSU_38650	3967944	3968720	777
yxlF	BSU_38660	3968717	3969604	888
yxlE	BSU_38670	3969611	3969799	189
yxlD	BSU_38680	3969796	3970002	207
yxlC	BSU_38690	3969999	3970319	321
